epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
121,2061.76,0.38977,0.28665,0.36614,0.90232,0,0.70712,0.74995,0.87444,0.77951,0.70758,0.75045,0.87451,0.71225,0.30636,0.21068,0.30661,0.83116,0,0.000201132,0.000201132,0.000201132
122,2078.97,0.36605,0.2677,0.3641,0.8892,0,0.77227,0.71043,0.79197,0.71855,0.77227,0.71043,0.79197,0.67433,0.29685,0.21466,0.28505,0.82649,0,0.000200033,0.000200033,0.000200033
123,2096.31,0.3957,0.27848,0.38921,0.90483,0,0.83449,0.72035,0.79948,0.72559,0.83474,0.7206,0.79949,0.66916,0.32589,0.2197,0.28346,0.8393,0,0.000198934,0.000198934,0.000198934
124,2113.65,0.38535,0.29466,0.38731,0.88353,0,0.67818,0.93933,0.89318,0.81294,0.67842,0.93958,0.89319,0.75091,0.30261,0.21497,0.28316,0.83039,0,0.000197835,0.000197835,0.000197835
125,2131.13,0.39032,0.26665,0.35041,0.89784,0,0.82268,0.87415,0.92392,0.84355,0.82291,0.8744,0.92392,0.79136,0.30395,0.21174,0.28833,0.82892,0,0.000196736,0.000196736,0.000196736
126,2148.12,0.39561,0.28028,0.36171,0.90448,0,0.89389,0.79455,0.93334,0.84745,0.89412,0.7948,0.93347,0.77373,0.29711,0.20911,0.27965,0.8301,0,0.000195637,0.000195637,0.000195637
127,2165.48,0.39257,0.258,0.35347,0.90455,0,0.78425,0.70833,0.75797,0.70112,0.78303,0.70669,0.75659,0.62374,0.31526,0.21445,0.33206,0.83704,0,0.000194539,0.000194539,0.000194539
128,2182.94,0.36851,0.25666,0.33235,0.89066,0,0.72926,0.77442,0.73285,0.68832,0.72788,0.77254,0.73133,0.61314,0.30696,0.21832,0.32783,0.83128,0,0.00019344,0.00019344,0.00019344
129,2200.14,0.3636,0.24447,0.33248,0.88523,0,0.72667,0.68691,0.73768,0.67704,0.72266,0.68219,0.73278,0.60427,0.30538,0.21651,0.34094,0.83209,0,0.000192341,0.000192341,0.000192341
130,2217.2,0.37295,0.29672,0.36854,0.88918,0,0.76001,0.7467,0.79106,0.72626,0.76024,0.74695,0.79106,0.65622,0.30181,0.21571,0.30096,0.82771,0,0.000191242,0.000191242,0.000191242
131,2234.27,0.38287,0.29303,0.3564,0.89283,0,0.79184,0.89986,0.94373,0.86862,0.79207,0.90011,0.94373,0.76641,0.3053,0.22897,0.27318,0.83557,0,0.000190143,0.000190143,0.000190143
132,2251.24,0.36709,0.26946,0.32602,0.90055,0,0.74279,0.92271,0.91955,0.85388,0.74279,0.92271,0.91955,0.76993,0.28987,0.21157,0.25876,0.82419,0,0.000189044,0.000189044,0.000189044
133,2268.36,0.36992,0.26707,0.35882,0.89785,0,0.66886,0.96246,0.91821,0.8462,0.66733,0.96033,0.91747,0.76977,0.28897,0.20897,0.26811,0.82619,0,0.000187945,0.000187945,0.000187945
134,2285.47,0.36766,0.27725,0.32878,0.88937,0,0.76578,0.83152,0.80379,0.72456,0.76439,0.82939,0.80288,0.67345,0.29686,0.20658,0.29867,0.8263,0,0.000186846,0.000186846,0.000186846
135,2302.44,0.36401,0.2642,0.35385,0.88986,0,0.86195,0.95477,0.91421,0.84766,0.86018,0.95263,0.91358,0.77015,0.30044,0.20507,0.31555,0.83001,0,0.000185747,0.000185747,0.000185747
136,2319.34,0.37559,0.27284,0.33612,0.91519,0,0.77976,0.94812,0.894,0.82515,0.77811,0.94598,0.89358,0.7511,0.3078,0.20103,0.26433,0.83572,0,0.000184649,0.000184649,0.000184649
137,2336.25,0.3746,0.26793,0.35048,0.89369,0,0.67179,0.92795,0.84214,0.7888,0.67203,0.9282,0.84214,0.71521,0.3026,0.19833,0.2956,0.83345,0,0.00018355,0.00018355,0.00018355
138,2353.35,0.39492,0.31152,0.36162,0.91059,0,0.753,0.84647,0.87301,0.80287,0.75173,0.84458,0.87286,0.71662,0.29603,0.20918,0.28606,0.82894,0,0.000182451,0.000182451,0.000182451
139,2370.29,0.36383,0.28503,0.35438,0.88054,0,0.60562,0.86086,0.89694,0.82503,0.6054,0.86061,0.89682,0.72971,0.29225,0.20529,0.28578,0.82584,0,0.000181352,0.000181352,0.000181352
140,2387.21,0.38022,0.30529,0.34167,0.90126,0,0.60602,0.99975,0.91114,0.82403,0.6058,0.9995,0.91114,0.76327,0.30282,0.20423,0.3004,0.83927,0,0.000180253,0.000180253,0.000180253
141,2404.12,0.34467,0.26097,0.35875,0.88313,0,0.67131,0.99711,0.89911,0.83234,0.67131,0.99711,0.89911,0.74164,0.29352,0.20489,0.28284,0.82931,0,0.000179154,0.000179154,0.000179154
142,2421.05,0.34589,0.25518,0.31747,0.8988,0,0.75393,0.74245,0.75591,0.70139,0.75393,0.74245,0.75591,0.61782,0.30658,0.21299,0.32823,0.84436,0,0.000178055,0.000178055,0.000178055
143,2437.99,0.36174,0.27569,0.33936,0.88743,0,0.79924,0.79391,0.82645,0.7667,0.79924,0.79391,0.82645,0.68004,0.29932,0.20483,0.30635,0.83545,0,0.000176956,0.000176956,0.000176956
144,2454.9,0.34848,0.26964,0.3021,0.87397,0,0.73744,0.98322,0.92725,0.86663,0.73744,0.98322,0.92725,0.77757,0.28956,0.20069,0.26139,0.82367,0,0.000175857,0.000175857,0.000175857
145,2471.78,0.35516,0.27373,0.3201,0.8861,0,0.67099,0.97637,0.92427,0.85845,0.67099,0.97637,0.92427,0.76283,0.29082,0.2064,0.26867,0.82581,0,0.000174758,0.000174758,0.000174758
146,2488.7,0.35016,0.24645,0.31774,0.88178,0,0.82849,0.81953,0.91493,0.84445,0.82895,0.81888,0.91493,0.75716,0.28782,0.20726,0.27421,0.82601,0,0.00017366,0.00017366,0.00017366
147,2505.68,0.36857,0.26771,0.34659,0.88956,0,0.81518,0.78871,0.9227,0.87007,0.81545,0.78846,0.92265,0.76619,0.28871,0.20202,0.2624,0.82128,0,0.000172561,0.000172561,0.000172561
148,2522.58,0.3524,0.24542,0.33869,0.8912,0,0.84724,0.77044,0.91228,0.85078,0.84724,0.77044,0.91226,0.75735,0.29938,0.2115,0.27394,0.82899,0,0.000171462,0.000171462,0.000171462
149,2539.46,0.37969,0.2592,0.34403,0.88039,0,0.6198,0.98142,0.87563,0.82176,0.61958,0.98117,0.87559,0.72538,0.28613,0.21642,0.29925,0.82602,0,0.000170363,0.000170363,0.000170363
150,2556.37,0.36368,0.25214,0.34001,0.88721,0,0.79334,0.84266,0.92288,0.8684,0.79311,0.84241,0.92286,0.76563,0.28282,0.20137,0.28228,0.82029,0,0.000169264,0.000169264,0.000169264
151,2573.26,0.34175,0.25498,0.32795,0.88159,0,0.68476,0.97969,0.94689,0.90927,0.68453,0.97944,0.94684,0.78633,0.2771,0.19775,0.26804,0.82093,0,0.000168165,0.000168165,0.000168165
152,2590.43,0.36125,0.29478,0.3363,0.88824,0,0.82964,0.91209,0.95296,0.9081,0.82964,0.91209,0.95296,0.80266,0.28301,0.18952,0.26091,0.82179,0,0.000167066,0.000167066,0.000167066
153,2607.57,0.37053,0.27772,0.35826,0.88983,0,0.78581,0.95408,0.95954,0.91998,0.78604,0.95434,0.95954,0.79275,0.27694,0.19234,0.26933,0.81624,0,0.000165967,0.000165967,0.000165967
154,2624.86,0.35563,0.27518,0.33628,0.88322,0,0.85503,0.64913,0.88257,0.83655,0.85503,0.64913,0.88257,0.74653,0.2698,0.19666,0.29696,0.8172,0,0.000164868,0.000164868,0.000164868
155,2641.74,0.35998,0.26418,0.34604,0.87761,0,0.82221,0.63823,0.78874,0.74322,0.82221,0.63823,0.78874,0.6586,0.27851,0.19697,0.3375,0.82052,0,0.000163769,0.000163769,0.000163769
156,2658.65,0.33217,0.26452,0.33194,0.87692,0,0.79071,0.6585,0.81703,0.76972,0.79071,0.6585,0.81703,0.68333,0.2855,0.19688,0.34282,0.82429,0,0.00016267,0.00016267,0.00016267
157,2675.53,0.34395,0.25928,0.3134,0.87661,0,0.83929,0.81251,0.93421,0.8614,0.83929,0.81251,0.93421,0.77219,0.2938,0.20949,0.27496,0.82738,0,0.000161572,0.000161572,0.000161572
158,2692.44,0.34824,0.2639,0.33327,0.88618,0,0.87189,0.84352,0.94372,0.88833,0.87213,0.84377,0.94372,0.79034,0.27589,0.20537,0.265,0.81996,0,0.000160473,0.000160473,0.000160473
159,2709.35,0.35119,0.25829,0.3407,0.88735,0,0.87934,0.68035,0.83991,0.7967,0.87957,0.6806,0.83991,0.68545,0.26014,0.20463,0.31719,0.81147,0,0.000159374,0.000159374,0.000159374
160,2726.22,0.34665,0.24332,0.32547,0.88665,0,0.88604,0.69368,0.84458,0.81073,0.88627,0.69393,0.84458,0.6945,0.26675,0.20228,0.32599,0.81187,0,0.000158275,0.000158275,0.000158275
161,2743.15,0.34683,0.26571,0.32608,0.88428,0,0.85203,0.88111,0.96666,0.91894,0.85203,0.88111,0.96666,0.82525,0.26624,0.19201,0.2541,0.81656,0,0.000157176,0.000157176,0.000157176
162,2760.32,0.3408,0.27702,0.3279,0.88143,0,0.79082,0.86381,0.9456,0.90634,0.79082,0.86381,0.9456,0.79392,0.27327,0.19269,0.25894,0.82296,0,0.000156077,0.000156077,0.000156077
163,2777.25,0.35198,0.27659,0.3075,0.88059,0,0.68958,0.85409,0.92328,0.88829,0.68958,0.85409,0.92328,0.76445,0.27336,0.18942,0.27263,0.82143,0,0.000154978,0.000154978,0.000154978
164,2794.16,0.32923,0.24027,0.32388,0.87394,0,0.5923,0.97778,0.92857,0.88945,0.59207,0.97753,0.92857,0.78384,0.27098,0.19014,0.26859,0.81275,0,0.000153879,0.000153879,0.000153879
165,2811.08,0.33689,0.25526,0.30342,0.8723,0,0.95043,0.67588,0.96219,0.9278,0.95043,0.67588,0.96219,0.81123,0.26484,0.19612,0.23952,0.8124,0,0.00015278,0.00015278,0.00015278
166,2828.15,0.3291,0.2756,0.31902,0.86306,0,0.94231,0.70395,0.91278,0.86624,0.94231,0.70395,0.91278,0.78063,0.26374,0.19429,0.23462,0.81268,0,0.000151682,0.000151682,0.000151682
167,2845.04,0.34915,0.26032,0.33012,0.8859,0,0.89085,0.71297,0.80738,0.76627,0.89085,0.71297,0.80738,0.67358,0.26581,0.19757,0.26565,0.81581,0,0.000150583,0.000150583,0.000150583
168,2861.92,0.32883,0.26782,0.33568,0.87805,0,0.79338,0.88574,0.90625,0.86361,0.79338,0.88574,0.90625,0.77044,0.26151,0.19755,0.2577,0.81023,0,0.000149484,0.000149484,0.000149484
169,2878.81,0.34908,0.29515,0.31809,0.87339,0,0.91099,0.79943,0.89671,0.85816,0.91099,0.79943,0.89671,0.7685,0.26632,0.19978,0.24594,0.81392,0,0.000148385,0.000148385,0.000148385
170,2895.73,0.34047,0.26256,0.2975,0.86463,0,0.84846,0.77886,0.83863,0.80343,0.84846,0.77886,0.83863,0.71915,0.25254,0.18882,0.23528,0.80925,0,0.000147286,0.000147286,0.000147286
171,2912.75,0.35226,0.26204,0.31212,0.88122,0,0.86512,0.7943,0.88541,0.84096,0.86512,0.7943,0.88541,0.75239,0.25768,0.18896,0.236,0.81193,0,0.000146187,0.000146187,0.000146187
172,2929.75,0.3186,0.2467,0.31314,0.85931,0,0.94256,0.72802,0.82566,0.77986,0.94256,0.72802,0.82566,0.67243,0.26574,0.19816,0.26642,0.82109,0,0.000145088,0.000145088,0.000145088
173,2946.93,0.33965,0.27039,0.30501,0.87727,0,0.74169,0.80446,0.78939,0.74066,0.74169,0.80446,0.78939,0.64182,0.26135,0.18975,0.27468,0.81461,0,0.000143989,0.000143989,0.000143989
174,2963.83,0.32721,0.27138,0.28793,0.8784,0,0.69477,0.7856,0.72539,0.68494,0.69477,0.7856,0.72539,0.58962,0.26834,0.19303,0.30011,0.81885,0,0.00014289,0.00014289,0.00014289
175,2980.75,0.31529,0.23955,0.3195,0.86501,0,0.75088,0.80351,0.8921,0.85782,0.75088,0.80351,0.8921,0.76402,0.26299,0.19021,0.27741,0.82003,0,0.000141791,0.000141791,0.000141791
176,2997.63,0.33134,0.26501,0.33289,0.8747,0,0.72851,0.91487,0.92714,0.88562,0.72851,0.91487,0.92714,0.79413,0.27561,0.18572,0.26049,0.82854,0,0.000140692,0.000140692,0.000140692
177,3014.52,0.32088,0.25512,0.29819,0.86197,0,0.67749,0.93314,0.91483,0.87032,0.67749,0.93314,0.91483,0.77348,0.2552,0.18611,0.2617,0.81501,0,0.000139594,0.000139594,0.000139594
178,3031.39,0.33615,0.25211,0.31258,0.88277,0,0.78353,0.82603,0.84879,0.80756,0.78353,0.82603,0.84879,0.70739,0.25811,0.18836,0.25307,0.8125,0,0.000138495,0.000138495,0.000138495
179,3048.29,0.30875,0.23583,0.28418,0.86394,0,0.83596,0.83258,0.84864,0.7983,0.83596,0.83258,0.84864,0.69585,0.26909,0.18625,0.26564,0.81879,0,0.000137396,0.000137396,0.000137396
180,3065.19,0.35684,0.28046,0.32091,0.89483,0,0.83757,0.82012,0.85672,0.80404,0.83757,0.82012,0.85672,0.71417,0.25831,0.18764,0.27484,0.81282,0,0.000136297,0.000136297,0.000136297
181,3082.1,0.32392,0.24942,0.30059,0.86442,0,0.70074,0.96165,0.96531,0.90678,0.70074,0.96165,0.96531,0.82076,0.26004,0.18588,0.27848,0.81679,0,0.000135198,0.000135198,0.000135198
182,3099.01,0.31941,0.26384,0.2864,0.87465,0,0.72002,0.91319,0.94565,0.89258,0.72002,0.91319,0.94565,0.7881,0.26107,0.18626,0.26579,0.81738,0,0.000134099,0.000134099,0.000134099
183,3115.9,0.31389,0.23187,0.29455,0.87744,0,0.69696,0.96137,0.92957,0.8728,0.69696,0.96137,0.92957,0.77888,0.26628,0.18971,0.27804,0.82113,0,0.000133,0.000133,0.000133
184,3132.82,0.32328,0.25496,0.30031,0.86715,0,0.67672,0.98586,0.95789,0.90426,0.67672,0.98586,0.95789,0.80705,0.2615,0.18386,0.23672,0.81298,0,0.000131901,0.000131901,0.000131901
185,3149.72,0.3115,0.23707,0.28667,0.85916,0,0.72502,0.98586,0.9666,0.9248,0.72502,0.98586,0.9666,0.81253,0.27518,0.18411,0.2358,0.82268,0,0.000130802,0.000130802,0.000130802
186,3166.61,0.31675,0.24526,0.28127,0.86616,0,0.77291,0.97165,0.96607,0.90497,0.77267,0.9714,0.96602,0.81434,0.25434,0.18838,0.23566,0.80999,0,0.000129703,0.000129703,0.000129703
187,3183.52,0.32302,0.23254,0.2984,0.87084,0,0.78545,0.97251,0.98875,0.93414,0.78521,0.97226,0.98875,0.83336,0.25143,0.19102,0.24177,0.81116,0,0.000128605,0.000128605,0.000128605
188,3200.64,0.31883,0.24409,0.28552,0.84895,0,0.78102,0.9597,0.98465,0.92563,0.78102,0.9597,0.98465,0.82814,0.27013,0.1846,0.23698,0.8261,0,0.000127506,0.000127506,0.000127506
189,3217.55,0.33881,0.24914,0.29618,0.87494,0,0.76326,0.98161,0.93307,0.87687,0.76326,0.98161,0.93307,0.78653,0.25168,0.18287,0.22644,0.81213,0,0.000126407,0.000126407,0.000126407
190,3234.45,0.33181,0.23951,0.30441,0.86735,0,0.95096,0.78893,0.92801,0.88163,0.95096,0.78893,0.92801,0.78769,0.26372,0.18375,0.23392,0.81412,0,0.000125308,0.000125308,0.000125308
191,3251.36,0.31894,0.26877,0.29134,0.86332,0,0.90141,0.84482,0.96861,0.92377,0.90141,0.84482,0.96861,0.82169,0.25948,0.18356,0.23077,0.816,0,0.000124209,0.000124209,0.000124209
192,3268.28,0.33086,0.27349,0.28711,0.87812,0,0.81846,0.88625,0.90688,0.86477,0.81846,0.88625,0.90688,0.77477,0.25928,0.18594,0.22419,0.81815,0,0.00012311,0.00012311,0.00012311
193,3285.18,0.32028,0.23649,0.27728,0.86547,0,0.89244,0.73357,0.80042,0.76195,0.89244,0.73357,0.80042,0.66334,0.28393,0.18781,0.2381,0.83518,0,0.000122011,0.000122011,0.000122011
194,3302.04,0.30857,0.22069,0.31188,0.87115,0,0.88799,0.75656,0.78515,0.73879,0.88799,0.75656,0.78516,0.6411,0.24877,0.18248,0.24065,0.80859,0,0.000120912,0.000120912,0.000120912
195,3319.16,0.32997,0.26077,0.30588,0.87984,0,0.92539,0.75637,0.80231,0.75059,0.92563,0.75662,0.80231,0.65552,0.26144,0.18175,0.23535,0.81678,0,0.000119813,0.000119813,0.000119813
196,3336.07,0.31692,0.25218,0.29472,0.86098,0,0.90282,0.7447,0.87819,0.81596,0.90294,0.74524,0.87819,0.72453,0.26646,0.18588,0.2318,0.82502,0,0.000118714,0.000118714,0.000118714
197,3352.98,0.31304,0.23872,0.2867,0.87381,0,0.64935,0.9949,0.92501,0.85566,0.64935,0.9949,0.92501,0.78082,0.25533,0.18293,0.228,0.8168,0,0.000117616,0.000117616,0.000117616
198,3369.9,0.30105,0.23502,0.27368,0.85235,0,0.71857,0.95646,0.8765,0.82762,0.71864,0.95653,0.8765,0.74426,0.25873,0.17994,0.22944,0.81531,0,0.000116517,0.000116517,0.000116517
199,3386.83,0.31639,0.24434,0.26946,0.87021,0,0.74857,0.93696,0.92739,0.87591,0.74857,0.93696,0.92739,0.79456,0.24647,0.17991,0.2376,0.80969,0,0.000115418,0.000115418,0.000115418
200,3403.76,0.31266,0.2594,0.30198,0.86695,0,0.65518,0.97352,0.94444,0.89829,0.65518,0.97352,0.94444,0.80886,0.25139,0.18,0.24298,0.81546,0,0.000114319,0.000114319,0.000114319
201,3420.66,0.29968,0.22657,0.26897,0.86814,0,0.69309,0.99323,0.90095,0.85472,0.69309,0.99323,0.90095,0.76869,0.23581,0.17904,0.22219,0.80486,0,0.00011322,0.00011322,0.00011322
202,3437.75,0.30216,0.24731,0.27518,0.85995,0,0.64828,0.89028,0.90568,0.86688,0.64828,0.89028,0.90568,0.75813,0.25274,0.18355,0.22897,0.81493,0,0.000112121,0.000112121,0.000112121
203,3454.68,0.3034,0.2333,0.27967,0.86761,0,0.6549,0.93502,0.89884,0.85999,0.6549,0.93502,0.89884,0.74997,0.26097,0.18576,0.23316,0.82109,0,0.000111022,0.000111022,0.000111022
204,3471.55,0.33417,0.26132,0.32478,0.87954,0,0.65892,0.98123,0.89259,0.86035,0.65892,0.98123,0.89259,0.74361,0.26971,0.18453,0.24924,0.82535,0,0.000109923,0.000109923,0.000109923
205,3488.48,0.32602,0.23979,0.3098,0.87207,0,0.88121,0.82711,0.89047,0.84635,0.88121,0.82711,0.89047,0.75502,0.24323,0.17864,0.2354,0.80864,0,0.000108824,0.000108824,0.000108824
206,3505.38,0.30183,0.23294,0.29123,0.85779,0,0.91325,0.85998,0.91376,0.86662,0.91325,0.85998,0.91376,0.78152,0.23681,0.17823,0.21932,0.80633,0,0.000107726,0.000107726,0.000107726
207,3522.3,0.31171,0.23094,0.27471,0.88204,0,0.93973,0.81968,0.91378,0.86763,0.93973,0.81968,0.91378,0.76177,0.24346,0.17657,0.2414,0.81398,0,0.000106627,0.000106627,0.000106627
208,3539.24,0.30309,0.215,0.2727,0.85886,0,0.92343,0.8179,0.90682,0.86303,0.92343,0.8179,0.90682,0.74569,0.24255,0.17451,0.25317,0.81136,0,0.000105528,0.000105528,0.000105528
209,3556.33,0.31439,0.24389,0.28642,0.86325,0,0.71257,0.93061,0.96884,0.92981,0.71257,0.93061,0.96884,0.80952,0.23588,0.17343,0.24907,0.80703,0,0.000104429,0.000104429,0.000104429
210,3573.23,0.29344,0.22411,0.25092,0.85581,0,0.77584,0.96421,0.9658,0.92796,0.77584,0.96421,0.9658,0.79056,0.24118,0.17816,0.22839,0.80894,0,0.00010333,0.00010333,0.00010333
211,3590.34,0.32133,0.24901,0.29175,0.87913,0,0.70245,0.97135,0.95076,0.90167,0.70245,0.97135,0.95076,0.80283,0.23787,0.17933,0.2378,0.8065,0,0.000102231,0.000102231,0.000102231
212,3607.22,0.31563,0.24641,0.28842,0.86426,0,0.90515,0.65896,0.9417,0.90203,0.90515,0.65896,0.9417,0.78663,0.2354,0.18016,0.22898,0.80512,0,0.000101132,0.000101132,0.000101132
213,3624.14,0.29781,0.23869,0.26455,0.86778,0,0.89218,0.73071,0.95734,0.91876,0.89218,0.73071,0.95734,0.80094,0.24146,0.18118,0.22128,0.80825,0,0.000100033,0.000100033,0.000100033
214,3641.06,0.29418,0.22523,0.28479,0.86165,0,0.85932,0.88454,0.99268,0.95601,0.85932,0.88454,0.99268,0.8409,0.22999,0.17586,0.19777,0.80159,0,9.89343e-05,9.89343e-05,9.89343e-05
215,3658.2,0.3064,0.21316,0.25599,0.86646,0,0.76489,0.99868,0.98699,0.94768,0.76465,0.99843,0.98703,0.82224,0.22417,0.17557,0.1906,0.79914,0,9.78354e-05,9.78354e-05,9.78354e-05
216,3675.11,0.29689,0.23691,0.27159,0.8551,0,0.87001,0.86876,0.91971,0.86392,0.86713,0.86567,0.91528,0.75445,0.24645,0.18113,0.22608,0.81233,0,9.67365e-05,9.67365e-05,9.67365e-05
217,3692.1,0.29161,0.23687,0.28596,0.86277,0,0.86523,0.84035,0.85762,0.81626,0.86523,0.84035,0.85762,0.70597,0.23786,0.17581,0.25401,0.80882,0,9.56376e-05,9.56376e-05,9.56376e-05
218,3709.02,0.32439,0.25901,0.28757,0.87282,0,0.94445,0.68367,0.81217,0.76653,0.94445,0.68367,0.81217,0.66764,0.23107,0.17093,0.24385,0.80016,0,9.45387e-05,9.45387e-05,9.45387e-05
219,3725.92,0.2899,0.23888,0.26968,0.86747,0,0.93504,0.85376,0.93529,0.8876,0.93504,0.85376,0.93529,0.76593,0.23924,0.17446,0.19435,0.80596,0,9.34398e-05,9.34398e-05,9.34398e-05
220,3742.79,0.30296,0.26602,0.26049,0.85944,0,0.94343,0.85673,0.99401,0.94877,0.94343,0.85673,0.99401,0.84052,0.24261,0.1779,0.1913,0.8062,0,9.23409e-05,9.23409e-05,9.23409e-05
221,3759.7,0.28407,0.22929,0.26627,0.86216,0,0.88131,0.9949,0.975,0.93317,0.88131,0.9949,0.975,0.84389,0.22068,0.17249,0.18374,0.79637,0,9.1242e-05,9.1242e-05,9.1242e-05
222,3776.59,0.29243,0.22463,0.25635,0.84817,0,0.79865,0.98586,0.95383,0.91358,0.79865,0.98586,0.95383,0.81477,0.2234,0.17129,0.19345,0.79897,0,9.01431e-05,9.01431e-05,9.01431e-05
223,3793.49,0.2953,0.25179,0.26522,0.85162,0,0.90103,0.75913,0.89354,0.85392,0.90103,0.75913,0.89354,0.7632,0.22829,0.1732,0.23648,0.8016,0,8.90442e-05,8.90442e-05,8.90442e-05
224,3810.57,0.27083,0.23483,0.24599,0.83844,0,0.91536,0.74852,0.8929,0.85726,0.91536,0.74852,0.8929,0.77397,0.22546,0.17168,0.24283,0.79925,0,8.79453e-05,8.79453e-05,8.79453e-05
225,3827.51,0.302,0.23174,0.26478,0.8649,0,0.84701,0.9696,0.96373,0.93381,0.84701,0.9696,0.96373,0.83895,0.23534,0.17151,0.20094,0.8059,0,8.68464e-05,8.68464e-05,8.68464e-05
226,3844.4,0.29429,0.2267,0.27097,0.85925,0,0.8362,0.99925,0.99454,0.95744,0.83595,0.999,0.99441,0.85316,0.22759,0.16941,0.19183,0.80396,0,8.57475e-05,8.57475e-05,8.57475e-05
227,3861.6,0.30568,0.24129,0.26469,0.86145,0,0.86888,0.99925,0.99092,0.95269,0.86888,0.99925,0.99092,0.84986,0.22534,0.17122,0.18741,0.80323,0,8.46486e-05,8.46486e-05,8.46486e-05
228,3878.48,0.29046,0.23283,0.26378,0.86412,0,0.86487,0.95254,0.97538,0.93531,0.86487,0.95254,0.97538,0.83267,0.23894,0.17753,0.20221,0.81146,0,8.35497e-05,8.35497e-05,8.35497e-05
229,3895.36,0.2854,0.2617,0.26492,0.84437,0,0.83104,0.92296,0.96889,0.93407,0.83104,0.92296,0.96889,0.82619,0.23112,0.17924,0.21912,0.80691,0,8.24508e-05,8.24508e-05,8.24508e-05
230,3912.27,0.29804,0.24353,0.25576,0.86476,0,0.96042,0.73073,0.96203,0.91369,0.96042,0.73073,0.96203,0.82754,0.22649,0.17613,0.22737,0.80611,0,8.13519e-05,8.13519e-05,8.13519e-05
231,3929.18,0.28433,0.24138,0.25948,0.85591,0,0.82475,0.84679,0.95561,0.92489,0.82475,0.84679,0.95561,0.82696,0.22978,0.17496,0.21522,0.80921,0,8.0253e-05,8.0253e-05,8.0253e-05
232,3946.26,0.27008,0.22519,0.25378,0.84941,0,0.89187,0.76671,0.95964,0.93574,0.88892,0.76362,0.9563,0.83702,0.22806,0.17333,0.19533,0.80501,0,7.91541e-05,7.91541e-05,7.91541e-05
233,3963.15,0.29646,0.23318,0.2642,0.84856,0,0.74201,0.98611,0.92854,0.89131,0.74177,0.98586,0.92854,0.8175,0.23155,0.17352,0.19563,0.80488,0,7.80552e-05,7.80552e-05,7.80552e-05
234,3980.1,0.2745,0.20895,0.2428,0.84744,0,0.87032,0.80469,0.83631,0.7991,0.87032,0.80469,0.83631,0.71732,0.23607,0.17367,0.20049,0.80625,0,7.69563e-05,7.69563e-05,7.69563e-05
235,3997,0.27439,0.23049,0.2461,0.84401,0,0.92341,0.8104,0.83826,0.7959,0.92341,0.8104,0.83826,0.71182,0.23092,0.17309,0.20249,0.80278,0,7.58574e-05,7.58574e-05,7.58574e-05
236,4013.92,0.29107,0.22623,0.25789,0.8553,0,0.91297,0.85052,0.84914,0.80144,0.91297,0.85052,0.84914,0.70872,0.22493,0.17214,0.20477,0.80205,0,7.47585e-05,7.47585e-05,7.47585e-05
237,4030.86,0.26915,0.23437,0.25365,0.84688,0,0.92695,0.85089,0.87634,0.83852,0.92695,0.85089,0.87634,0.72792,0.23732,0.17401,0.20566,0.80875,0,7.36596e-05,7.36596e-05,7.36596e-05
238,4047.77,0.2743,0.22006,0.26767,0.84694,0,0.80696,1,0.98552,0.95033,0.80672,0.99975,0.98552,0.83895,0.2269,0.17273,0.18861,0.8044,0,7.25607e-05,7.25607e-05,7.25607e-05
239,4064.66,0.28897,0.23121,0.25829,0.85327,0,0.90575,0.98586,0.9737,0.93388,0.90575,0.98586,0.9737,0.84176,0.22609,0.17149,0.18611,0.80382,0,7.14618e-05,7.14618e-05,7.14618e-05
240,4081.56,0.28873,0.24258,0.25658,0.85288,0,0.87239,0.96056,0.9622,0.92433,0.87239,0.96056,0.9622,0.83128,0.23808,0.17317,0.19113,0.80822,0,7.03629e-05,7.03629e-05,7.03629e-05
241,4098.49,0.29226,0.2317,0.2621,0.86215,0,0.83297,0.93181,0.94935,0.91439,0.83297,0.93181,0.94935,0.78534,0.23008,0.17622,0.19398,0.80479,0,6.9264e-05,6.9264e-05,6.9264e-05
242,4115.4,0.28185,0.22298,0.2471,0.86716,0,0.71821,0.92685,0.93657,0.90393,0.71797,0.9266,0.93657,0.78225,0.22297,0.1738,0.20041,0.8031,0,6.81651e-05,6.81651e-05,6.81651e-05
243,4132.5,0.27606,0.2243,0.24938,0.8483,0,0.76563,0.91943,0.94457,0.9098,0.76539,0.91918,0.94457,0.81198,0.2336,0.17597,0.19903,0.81026,0,6.70662e-05,6.70662e-05,6.70662e-05
244,4149.4,0.27032,0.24224,0.23484,0.85164,0,0.79033,0.88956,0.94187,0.90766,0.79033,0.88956,0.94187,0.81889,0.22801,0.17361,0.19226,0.80677,0,6.59673e-05,6.59673e-05,6.59673e-05
245,4166.3,0.27407,0.23499,0.24381,0.85222,0,0.87086,0.91259,0.95216,0.91276,0.87086,0.91259,0.95216,0.84247,0.21351,0.17123,0.18407,0.79829,0,6.48684e-05,6.48684e-05,6.48684e-05
